"all_orign","s1","s2","s3","s4","s5","s6","new_id","trip_num","clusts"
"Sens1","Sens2","Sens4",NA,NA,NA,NA,"MAC_14",100,1
"Sens1","Sens2","Sens4",NA,NA,NA,NA,"MAC_3",224,1
"Sens1","Sens2","Sens4",NA,NA,NA,NA,"MAC_11",21,1
"Sens1","Sens2","Sens4",NA,NA,NA,NA,"MAC_21",118,1
"Sens1","Sens2","Sens4",NA,NA,NA,NA,"MAC_11",73,1
"Sens1","Sens2","Sens4",NA,NA,NA,NA,"MAC_21",73,1
"Sens1","Sens2","Sens4","Sens5",NA,NA,NA,"MAC_5",46,1
"Sens1","Sens2","Sens4","Sens5",NA,NA,NA,"MAC_11",56,1
"Sens1","Sens2","Sens4","Sens5",NA,NA,NA,"MAC_11",46,1
"Sens1","Sens2","Sens4","Sens8",NA,NA,NA,"MAC_3",134,1
"Sens1","Sens2","Sens5",NA,NA,NA,NA,"MAC_11",4,1
"Sens1","Sens2","Sens5","Sens4","Sens6",NA,NA,"MAC_11",25,18
"Sens1","Sens2","Sens6",NA,NA,NA,NA,"MAC_4",61,17
"Sens1","Sens2","Sens6",NA,NA,NA,NA,"MAC_11",50,17
"Sens1","Sens2","Sens6",NA,NA,NA,NA,"MAC_18",71,17
"Sens1","Sens2","Sens6",NA,NA,NA,NA,"MAC_11",13,17
"Sens1","Sens2","Sens6",NA,NA,NA,NA,"MAC_24",151,17
"Sens1","Sens2","Sens6",NA,NA,NA,NA,"MAC_11",70,17
"Sens1","Sens2","Sens6",NA,NA,NA,NA,"MAC_12",19,17
"Sens1","Sens2","Sens6",NA,NA,NA,NA,"MAC_11",38,17
"Sens1","Sens2","Sens6","Sens1","Sens3","Sens4","Sens5","MAC_19",97,15
"Sens1","Sens2","Sens7",NA,NA,NA,NA,"MAC_10",28,17
"Sens1","Sens2","Sens7",NA,NA,NA,NA,"MAC_10",7,17
"Sens1","Sens2","Sens7",NA,NA,NA,NA,"MAC_25",12,17
"Sens1","Sens2","Sens7",NA,NA,NA,NA,"MAC_21",102,17
"Sens1","Sens2","Sens7",NA,NA,NA,NA,"MAC_21",74,17
"Sens1","Sens2","Sens8",NA,NA,NA,NA,"MAC_3",165,1
"Sens1","Sens2","Sens8",NA,NA,NA,NA,"MAC_1",124,1
"Sens1","Sens2","Sens8",NA,NA,NA,NA,"MAC_1",92,1
"Sens1","Sens2","Sens8",NA,NA,NA,NA,"MAC_1",25,1
"Sens1","Sens3",NA,NA,NA,NA,NA,"MAC_21",69,19
"Sens1","Sens3",NA,NA,NA,NA,NA,"MAC_12",17,19
"Sens1","Sens3",NA,NA,NA,NA,NA,"MAC_3",167,19
"Sens1","Sens3",NA,NA,NA,NA,NA,"MAC_3",174,19
"Sens1","Sens3",NA,NA,NA,NA,NA,"MAC_3",172,19
"Sens1","Sens3","Sens1",NA,NA,NA,NA,"MAC_14",80,13
"Sens1","Sens3","Sens1",NA,NA,NA,NA,"MAC_23",5,13
"Sens1","Sens3","Sens4",NA,NA,NA,NA,"MAC_21",91,15
"Sens1","Sens3","Sens4",NA,NA,NA,NA,"MAC_21",9,15
"Sens1","Sens3","Sens4",NA,NA,NA,NA,"MAC_10",24,15
"Sens1","Sens3","Sens4","Sens5",NA,NA,NA,"MAC_10",117,24
"Sens1","Sens3","Sens4","Sens5",NA,NA,NA,"MAC_10",106,24
"Sens1","Sens3","Sens4","Sens5",NA,NA,NA,"MAC_11",12,24
"Sens1","Sens3","Sens4","Sens8",NA,NA,NA,"MAC_23",16,24
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_12",55,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_11",65,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_21",117,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_14",94,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_21",82,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_7",133,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_21",119,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_12",35,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_20",218,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_21",136,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_21",149,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_12",51,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_21",143,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_24",67,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_11",83,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_22",9,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_11",79,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_8",17,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_12",5,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_9",52,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_12",39,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_4",39,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_16",57,1
"Sens1","Sens4",NA,NA,NA,NA,NA,"MAC_10",77,1
"Sens1","Sens4","Sens2",NA,NA,NA,NA,"MAC_5",79,1
"Sens1","Sens4","Sens2",NA,NA,NA,NA,"MAC_18",23,1
"Sens1","Sens4","Sens2",NA,NA,NA,NA,"MAC_14",84,1
"Sens1","Sens4","Sens2",NA,NA,NA,NA,"MAC_19",127,1
"Sens1","Sens4","Sens2",NA,NA,NA,NA,"MAC_9",42,1
"Sens1","Sens4","Sens2",NA,NA,NA,NA,"MAC_5",65,1
"Sens1","Sens4","Sens2",NA,NA,NA,NA,"MAC_5",47,1
"Sens1","Sens4","Sens2","Sens6",NA,NA,NA,"MAC_3",102,18
"Sens1","Sens4","Sens2","Sens6",NA,NA,NA,"MAC_12",59,18
"Sens1","Sens4","Sens2","Sens6","Sens7",NA,NA,"MAC_20",100,18
"Sens1","Sens4","Sens3",NA,NA,NA,NA,"MAC_5",20,13
"Sens1","Sens4","Sens3",NA,NA,NA,NA,"MAC_9",53,13
"Sens1","Sens4","Sens3",NA,NA,NA,NA,"MAC_11",23,13
"Sens1","Sens4","Sens3",NA,NA,NA,NA,"MAC_10",20,13
"Sens1","Sens4","Sens3",NA,NA,NA,NA,"MAC_12",13,13
"Sens1","Sens4","Sens3",NA,NA,NA,NA,"MAC_6",48,13
"Sens1","Sens4","Sens3",NA,NA,NA,NA,"MAC_8",77,13
"Sens1","Sens4","Sens3",NA,NA,NA,NA,"MAC_8",4,13
"Sens1","Sens4","Sens3","Sens1",NA,NA,NA,"MAC_2",3,13
"Sens1","Sens4","Sens3","Sens1",NA,NA,NA,"MAC_2",68,13
"Sens1","Sens4","Sens3","Sens1","Sens7",NA,NA,"MAC_10",86,13
"Sens1","Sens4","Sens5",NA,NA,NA,NA,"MAC_5",63,1
"Sens1","Sens4","Sens5",NA,NA,NA,NA,"MAC_5",60,1
"Sens1","Sens4","Sens5",NA,NA,NA,NA,"MAC_11",77,1
"Sens1","Sens4","Sens5",NA,NA,NA,NA,"MAC_11",16,1
"Sens1","Sens4","Sens5",NA,NA,NA,NA,"MAC_8",9,1
"Sens1","Sens4","Sens5",NA,NA,NA,NA,"MAC_11",67,1
"Sens1","Sens4","Sens7","Sens2","Sens8",NA,NA,"MAC_22",17,1
"Sens1","Sens4","Sens8",NA,NA,NA,NA,"MAC_19",57,1
"Sens1","Sens4","Sens8",NA,NA,NA,NA,"MAC_20",39,1
"Sens1","Sens4","Sens8",NA,NA,NA,NA,"MAC_17",32,1
"Sens1","Sens4","Sens8",NA,NA,NA,NA,"MAC_6",19,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_11",19,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_11",30,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_10",61,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_11",61,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_12",23,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_11",86,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_11",44,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_12",27,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_12",45,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_5",102,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_11",81,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_21",141,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_5",8,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_11",72,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_22",162,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_5",67,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_12",21,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_20",207,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_21",138,1
"Sens1","Sens5",NA,NA,NA,NA,NA,"MAC_19",33,1
"Sens1","Sens5","Sens6",NA,NA,NA,NA,"MAC_21",133,17
"Sens1","Sens5","Sens6",NA,NA,NA,NA,"MAC_4",48,17
"Sens1","Sens6",NA,NA,NA,NA,NA,"MAC_21",76,12
"Sens1","Sens6",NA,NA,NA,NA,NA,"MAC_15",35,12
"Sens1","Sens6",NA,NA,NA,NA,NA,"MAC_15",16,12
"Sens1","Sens6","Sens2",NA,NA,NA,NA,"MAC_22",124,1
"Sens1","Sens6","Sens2",NA,NA,NA,NA,"MAC_22",7,1
"Sens1","Sens6","Sens2","Sens8",NA,NA,NA,"MAC_22",4,1
"Sens1","Sens7",NA,NA,NA,NA,NA,"MAC_12",33,12
"Sens1","Sens7",NA,NA,NA,NA,NA,"MAC_24",120,12
"Sens1","Sens7","Sens2",NA,NA,NA,NA,"MAC_22",15,1
"Sens1","Sens7","Sens3","Sens1",NA,NA,NA,"MAC_10",85,13
"Sens1","Sens7","Sens6",NA,NA,NA,NA,"MAC_4",23,20
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_19",22,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_1",49,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_5",54,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_11",5,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_15",3,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_20",34,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_10",31,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_11",34,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_24",23,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_5",69,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_19",34,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_11",53,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_11",48,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_1",132,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_11",36,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_11",63,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_11",75,1
"Sens1","Sens8",NA,NA,NA,NA,NA,"MAC_15",28,1
"Sens1","Sens8","Sens3","Sens4",NA,NA,NA,"MAC_21",78,15
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_17",62,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",50,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_21",93,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_23",30,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_3",193,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_3",200,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_19",93,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",22,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",27,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_19",95,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",87,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_17",68,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",4,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_17",78,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_17",75,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",70,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",123,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",44,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",89,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_14",69,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",17,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_14",25,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_19",64,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",125,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",82,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_17",30,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",61,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_14",32,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",29,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_17",2,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",67,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_1",2,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_7",10,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_14",9,2
"Sens2","Sens1",NA,NA,NA,NA,NA,"MAC_21",85,2
"Sens2","Sens1","Sens2","Sens3","Sens4",NA,NA,"MAC_22",50,23
"Sens2","Sens1","Sens3","Sens4",NA,NA,NA,"MAC_23",61,24
"Sens2","Sens1","Sens3","Sens4",NA,NA,NA,"MAC_23",24,24
"Sens2","Sens1","Sens3","Sens4",NA,NA,NA,"MAC_23",63,24
"Sens2","Sens1","Sens3","Sens4","Sens5",NA,NA,"MAC_2",65,24
"Sens2","Sens1","Sens3","Sens4","Sens8",NA,NA,"MAC_23",20,24
"Sens2","Sens1","Sens3","Sens4","Sens8",NA,NA,"MAC_23",45,24
"Sens2","Sens1","Sens4",NA,NA,NA,NA,"MAC_23",41,19
"Sens2","Sens1","Sens4",NA,NA,NA,NA,"MAC_23",49,19
"Sens2","Sens1","Sens4","Sens6",NA,NA,NA,"MAC_4",26,17
"Sens2","Sens1","Sens5",NA,NA,NA,NA,"MAC_3",51,8
"Sens2","Sens1","Sens6","Sens2","Sens4",NA,NA,"MAC_21",129,11
"Sens2","Sens1","Sens7",NA,NA,NA,NA,"MAC_23",60,12
"Sens2","Sens1","Sens7",NA,NA,NA,NA,"MAC_2",60,12
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_20",129,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_7",97,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_22",144,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_3",225,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_20",97,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_21",110,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_24",86,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_22",92,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_14",5,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_24",1,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_24",46,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_20",92,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_21",131,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_20",72,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_3",181,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_24",145,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_22",22,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_3",55,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_20",41,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_3",96,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_22",120,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_4",13,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_3",83,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_24",18,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_24",63,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_20",57,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_22",102,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_22",140,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_20",25,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_15",49,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_25",7,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_7",103,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_24",102,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_19",47,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_22",158,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_22",179,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_7",24,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_19",12,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_15",74,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_9",4,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_24",152,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_4",59,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_22",86,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_19",26,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_3",150,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_15",44,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_20",47,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_18",57,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_22",97,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_14",83,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_22",151,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_22",181,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_3",27,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_14",81,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_22",197,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_19",29,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_24",9,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_21",100,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_3",163,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_21",113,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_3",189,9
"Sens2","Sens2",NA,NA,NA,NA,NA,"MAC_3",26,9
"Sens2","Sens2","Sens1",NA,NA,NA,NA,"MAC_17",66,2
"Sens2","Sens2","Sens1",NA,NA,NA,NA,"MAC_3",91,2
"Sens2","Sens2","Sens1",NA,NA,NA,NA,"MAC_14",58,2
"Sens2","Sens2","Sens1",NA,NA,NA,NA,"MAC_13",5,2
"Sens2","Sens2","Sens1",NA,NA,NA,NA,"MAC_17",63,2
"Sens2","Sens2","Sens1",NA,NA,NA,NA,"MAC_17",7,2
"Sens2","Sens2","Sens1",NA,NA,NA,NA,"MAC_3",99,2
"Sens2","Sens2","Sens1",NA,NA,NA,NA,"MAC_17",77,2
"Sens2","Sens2","Sens1",NA,NA,NA,NA,"MAC_24",52,2
"Sens2","Sens2","Sens1","Sens4","Sens5",NA,NA,"MAC_19",3,9
"Sens2","Sens2","Sens3",NA,NA,NA,NA,"MAC_22",116,3
"Sens2","Sens2","Sens4",NA,NA,NA,NA,"MAC_3",162,9
"Sens2","Sens2","Sens4",NA,NA,NA,NA,"MAC_25",17,9
"Sens2","Sens2","Sens4",NA,NA,NA,NA,"MAC_3",218,9
